cliente_ID,desistencia,genero,idade_>=_65,tem_parceiro,tem_dependentes,assinatura_provedor_internet,assinatura_adicional_seguranca_online,assinatura_adicional_backup_online,assinatura_adicional_protecao_dispositivo,assinatura_adicional_suporte_tecnico_menos_tempo_espera,assinatura_TV_cabo,assinatura_streaming_filmes,contrato,fatura_online,forma_pagamento,gastos_mensais,gastos_diarios,gasto_total
5445-UTODQ,Yes,Female,0,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,81.1,2.7,576.65
5446-DKWYW,No,Female,1,Yes,Yes,DSL,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,65.2,2.17,3965.05
5447-VYTKW,No,Male,0,No,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,53.45,1.78,1461.45
5447-WZAFP,No,Female,0,No,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Mailed check,100.3,3.34,5200.8
5448-VWNAM,No,Female,0,No,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,75.9,2.53,1375.6
5449-FIBXJ,Yes,Male,0,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,103.3,3.44,2012.7
5451-YHYPW,No,Female,1,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),115.75,3.86,8443.7
5453-AXEPF,No,Male,0,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.5,2.68,1336.9
5453-YBTWV,No,Male,0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),101.1,3.37,6994.8
5456-ITGIC,No,Male,1,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),64.45,2.15,4641.1
5457-COLHT,No,Male,0,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),80.65,2.69,5542.55
5458-CQJTA,Yes,Male,0,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),74.8,2.49,4820.15
5461-QKNTN,No,Male,1,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,94.3,3.14,3953.15
5469-CTCWN,Yes,Male,0,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,106.0,3.53,6547.7
5472-CVMDX,No,Female,0,No,No,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Mailed check,38.9,1.3,2719.2
5473-KHBPS,No,Female,0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),95.7,3.19,4976.15
5478-JJVZK,No,Female,0,No,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,60.9,2.03,2033.85
5480-HPRRX,Yes,Female,1,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,25.3,0.84,77.75
5480-TBGPH,Yes,Female,0,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.3,3.31,2431.35
5481-NTDOH,No,Female,1,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),107.05,3.57,7142.5
5482-NUPNA,Yes,Female,0,No,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,60.4,2.01,272.15
5482-PLVPE,Yes,Female,1,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,24.35,0.81,41.85
5482-VXSXJ,No,Male,0,No,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,93.2,3.11,2157.3
5485-ITNPC,No,Male,0,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),85.9,2.86,5595.3
5485-WUYWF,Yes,Male,1,No,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),66.4,2.21,94.55
5493-SDRDQ,Yes,Male,0,No,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,55.1,1.84,113.35
5494-HECPR,Yes,Female,0,No,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.25,2.68,80.25
5494-WOZRZ,No,Female,0,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),82.0,2.73,5999.85
5498-IBWPI,No,Female,0,Yes,Yes,DSL,No,No,No,Yes,No,No,One year,Yes,Credit card (automatic),49.4,1.65,3251.85
5498-TXHLF,Yes,Female,0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,87.45,2.92,2874.15
5499-ECUTN,No,Female,0,Yes,No,DSL,Yes,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),66.05,2.2,3021.45
5501-TVMGM,No,Male,0,No,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,55.25,1.84,55.25
5502-RLUYV,Yes,Female,0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.95,3.47,7446.9
5504-WSIUR,No,Female,0,No,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),90.25,3.01,6385.95
5514-YQENT,No,Male,0,No,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,111.15,3.7,4507.15
5515-AKOAJ,Yes,Female,0,No,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,100.1,3.34,5440.9
5515-RUGKN,No,Male,0,No,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),54.75,1.82,438.05
5519-NPHVG,Yes,Female,0,No,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.2,3.14,1046.1
5519-YLDGW,Yes,Female,0,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.9,3.46,2254.2
5520-FVEWJ,Yes,Female,0,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,84.5,2.82,916.9
5522-JBWMO,No,Male,0,No,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.0,1.47,44
5522-NYKPB,No,Male,0,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,85.9,2.86,2199.05
5524-KHNJP,No,Male,0,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),74.75,2.49,2453.3
5527-ACHSO,No,Female,0,No,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,70.5,2.35,829.3
5533-NHFRF,No,Male,1,No,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,44.4,1.48,265.8
5533-RJFTJ,No,Male,0,No,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),30.2,1.01,1453.1
5536-RTPWK,Yes,Male,0,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),99.05,3.3,4853.75
5536-SLHPM,Yes,Female,0,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,77.75,2.59,4458.15
5539-TMZLF,Yes,Male,1,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.75,2.33,69.75
5542-DHSXL,No,Female,0,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,54.7,1.82,235.05
5542-TBBWB,No,Male,0,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.9,2.33,69.9
5543-QDCRY,No,Male,0,No,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,56.4,1.88,234.85
5550-VFRLC,Yes,Female,1,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.85,2.33,69.85
5552-ZNFSJ,Yes,Male,0,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.3,1.51,45.3
5553-AOINX,No,Female,1,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,104.9,3.5,6891.45
5561-NWEVX,Yes,Female,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,79.2,2.64,172.85
5564-NEMQO,Yes,Female,1,No,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.3,2.51,75.3
5565-FILXA,Yes,Female,1,No,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.15,3.2,1529.2
5566-SOEZD,No,Male,0,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),80.65,2.69,2209.75
5567-WSELE,Yes,Male,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.6,3.15,279.55
5568-DMXZS,No,Female,0,No,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,65.45,2.18,554.45
5569-IDSEY,No,Male,0,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),105.7,3.52,7472.15
5569-KGJHX,Yes,Female,0,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),85.35,2.84,754.65
5569-OUICF,Yes,Female,1,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),101.3,3.38,2812.2
5570-PTWEH,Yes,Female,0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),75.15,2.51,216.75
5572-ZDXHY,Yes,Female,0,No,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,84.3,2.81,1855.65
5574-NXZIU,No,Male,0,No,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),109.2,3.64,7049.75
5575-GNVDE,No,Male,0,No,No,DSL,Yes,No,Yes,No,No,No,One year,No,Mailed check,56.95,1.9,1889.5
5575-TPIZQ,No,Male,0,No,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),89.15,2.97,4245.55
5578-NKCXI,No,Female,0,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Credit card (automatic),99.25,3.31,5846.65
5583-EJXRD,No,Male,0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),54.05,1.8,2375.2
5583-SXDAG,Yes,Male,0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.0,2.33,70
5590-BYNII,Yes,Male,0,No,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.75,3.36,2095
5590-YRFJT,Yes,Female,0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.45,0.82,482.8
5590-ZSKRV,No,Female,0,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,54.65,1.82,482.25
5593-SUAOO,No,Female,0,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Bank transfer (automatic),83.15,2.77,2033.05
5597-GLBUC,Yes,Female,0,No,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,85.45,2.85,85.45
5599-HVLTW,No,Female,1,No,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.35,2.68,1058.1
5600-KTXFM,No,Male,0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,69.95,2.33,143.9
5600-PDUJF,No,Male,0,No,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),49.5,1.65,312.7
5605-IYGFG,No,Female,0,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),69.85,2.33,515.45
5606-AMZBO,No,Female,0,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),78.15,2.6,765.15
5609-CEBID,Yes,Female,1,No,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,94.1,3.14,1782.4
5609-IMCGG,No,Female,0,No,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),84.35,2.81,1302.65
5614-DNZCE,No,Female,0,No,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),64.9,2.16,3795.45
5619-PTMIK,No,Female,0,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,53.1,1.77,2459.8
5626-MGTUK,No,Female,0,No,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),89.1,2.97,1879.25
5628-FCGYG,No,Male,0,No,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.1,2.8,1737.45
5628-RKIFK,No,Female,1,No,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),101.55,3.38,5070.4
5630-AHZIL,No,Female,0,No,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),64.5,2.15,177.4
5630-IXDXV,No,Female,0,No,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.35,3.54,4849.1
5639-NTUPK,No,Male,0,No,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),52.1,1.74,670.65
5640-CAXOA,No,Female,0,No,No,DSL,No,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),40.35,1.34,1187.05
5641-DMBFJ,No,Female,0,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,84.3,2.81,4916.4
5644-PDMZC,Yes,Female,1,No,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,89.5,2.98,161.5
5647-FXOTP,No,Female,1,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.9,3.53,6401.25
5649-ANRML,Yes,Male,1,No,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),95.1,3.17,180.25
5649-RXQTV,No,Male,0,No,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.0,3.3,5038.15
5649-TJHOV,Yes,Male,1,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),36.5,1.22,1032
5649-VUKMC,Yes,Female,0,No,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Mailed check,95.5,3.18,1115.15
5650-VDUDS,Yes,Female,0,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,24.25,0.81,96.05
5650-YLIBA,No,Male,0,No,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,81.15,2.7,2640.55
5651-CPDND,No,Male,0,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,46.0,1.53,492.1
5651-CRHKQ,No,Female,0,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),86.2,2.87,3339.05
5651-WYIPH,No,Female,1,No,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),49.85,1.66,865.75
5651-YLPRD,No,Female,0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,86.1,2.87,2723.75
5652-MSDEY,No,Female,0,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,75.75,2.52,777.3
5655-JSMZM,Yes,Male,1,No,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.2,3.21,4718.25
5656-MJEFC,No,Male,0,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),48.15,1.6,2032.3
5663-QBGIS,No,Male,1,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),98.35,3.28,6929.4
5666-CYCYZ,No,Female,0,No,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,89.55,2.98,2259.35
5668-MEISB,No,Female,0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),106.1,3.54,7657.4
5669-SRAIP,Yes,Female,0,No,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,39.5,1.32,210.75
5671-RQRLP,No,Female,1,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),75.65,2.52,5411.4
5671-UUNXD,No,Female,1,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,100.65,3.36,5189.75
5673-FSSMF,Yes,Female,0,No,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,60.15,2.0,60.15
5673-TIYIB,Yes,Male,0,No,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),40.4,1.35,77.15
5676-CFLYY,No,Male,0,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),73.35,2.44,5154.5
5678-VFNEQ,No,Female,0,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),104.1,3.47,7412.25
5680-LQOGP,No,Female,0,No,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),82.45,2.75,5646.6
5681-LLOEI,No,Male,0,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),91.25,3.04,4013.8
5684-FJVYR,No,Female,0,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),90.35,3.01,6563.4
5685-IIXLY,Yes,Female,0,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,83.6,2.79,404.2
5686-CMAWK,No,Male,0,No,No,Fiber optic,No,No,Yes,Yes,No,No,One year,No,Electronic check,86.75,2.89,1410.25
5692-FPTAH,Yes,Female,0,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.4,1.51,45.4
5692-ICXLW,No,Male,1,No,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.7,3.02,2845.15
5693-PIPCS,No,Male,0,No,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),99.65,3.32,4220.35
5696-CEIQJ,No,Male,0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),103.15,3.44,6895.5
5696-JVVQY,No,Female,0,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),70.1,2.34,3238.4
5696-QURRL,Yes,Male,0,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.05,1.5,45.05
5697-GOMBF,No,Female,1,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,35.9,1.2,973.65
5698-BQJOH,Yes,Female,0,No,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,94.4,3.15,857.25
5701-GUXDC,No,Female,0,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,No,Credit card (automatic),35.4,1.18,978.6
5701-YVSVF,No,Female,1,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,82.9,2.76,880.05
5701-ZIKJE,No,Male,0,No,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,50.55,1.68,610.75
5702-KVQRD,No,Male,0,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,82.55,2.75,5832.65
5707-ORNDZ,Yes,Male,1,No,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,54.55,1.82,494.05
5707-ZMDJP,No,Male,0,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Mailed check,69.7,2.32,3729.6
5708-EVONK,Yes,Female,0,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),93.4,3.11,5435.6
5709-LVOEQ,No,Female,0,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Mailed check,80.85,2.7, 
5712-AHQNN,No,Female,0,No,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,91.65,3.06,3954.1
5712-PTIWW,Yes,Male,0,No,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,79.85,2.66,152.45
5716-EZXZN,No,Female,0,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),99.05,3.3,6416.7
5716-LIBJC,No,Female,0,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),104.15,3.47,1299.1
5724-BIDBU,No,Male,0,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Electronic check,55.35,1.84,2633.95
5727-MYATE,No,Male,0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),90.8,3.03,6397.6
5729-KLZAR,Yes,Female,0,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,80.85,2.7,302.75
5730-RIITO,No,Female,1,No,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),33.45,1.12,1500.25
5732-IKGQH,No,Male,1,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),104.45,3.48,5481.25
5734-EJKXG,No,Female,0,No,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,118.6,3.95,7365.7
5736-YEJAX,No,Male,0,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),79.45,2.65,5502.55
5740-YHGTW,No,Male,0,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),97.55,3.25,6669.05
5747-PMBSQ,Yes,Male,1,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,92.5,3.08,934.1
5748-RNCJT,Yes,Male,0,No,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),106.5,3.55,7348.8
5751-USDBL,No,Male,0,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,81.0,2.7,3846.35
5753-QQWPW,No,Female,0,No,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Electronic check,59.9,2.0,1654.7
5756-JYOJT,No,Female,0,No,No,DSL,No,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),64.9,2.16,697.25
5756-OZRIO,No,Male,1,Yes,No,DSL,No,Yes,No,No,No,Yes,One year,No,Bank transfer (automatic),64.05,2.13,3902.6
5759-RCVCB,Yes,Female,0,No,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),35.2,1.17,108.95
5760-FXFVO,No,Male,0,No,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,78.95,2.63,494.95
5760-IFJOZ,No,Male,0,No,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,107.95,3.6,313.6
5760-WRAHC,No,Female,1,No,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,69.75,2.33,1545.4
5762-TJXGK,No,Female,0,No,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),58.75,1.96,3038.55
5766-FTRTS,No,Male,0,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,84.45,2.82,6033.1
5766-XQXMQ,Yes,Female,0,No,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),68.85,2.3,1970.5
5777-KJIRB,No,Female,0,No,No,DSL,No,No,Yes,No,No,No,One year,Yes,Mailed check,50.25,1.68,2023.55
5778-BVOFB,No,Female,0,No,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),59.5,1.98,530.05
5780-INQIK,No,Female,0,No,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,49.4,1.65,408.25
5781-BKHOP,No,Female,0,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),100.65,3.36,7334.05
5781-RFZRP,No,Male,0,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,Credit card (automatic),73.5,2.45,5357.75
5788-YPOEG,No,Female,0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,84.75,2.82,2839.45
5791-KAJFD,No,Female,0,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),68.75,2.29,3808
5792-JALQC,No,Female,1,No,No,DSL,Yes,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),59.85,2.0,3103.25
5795-BKOYE,No,Female,0,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,One year,No,Bank transfer (automatic),59.1,1.97,4134.7
5795-KTGUD,No,Female,0,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),110.8,3.69,7553.6
5797-APWZC,Yes,Female,0,No,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,90.6,3.02,90.6
5802-ADBRC,No,Female,0,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,104.4,3.48,5232.9
5803-NQJZO,No,Male,0,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),67.8,2.26,4804.65
5804-HYIEZ,No,Male,0,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.05,3.53,7554.05
5804-LEPIM,Yes,Female,1,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.35,2.34,139.05
5811-IWXYM,No,Female,0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),101.25,3.38,5301.1
5813-UECBU,Yes,Male,1,No,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),83.85,2.8,2716.3
5815-HGGHV,No,Male,0,Yes,No,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Mailed check,64.15,2.14,1274.45
5816-JMLGY,No,Female,0,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),80.4,2.68,5717.85
5816-QVHRX,No,Female,0,No,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),100.3,3.34,3541.4
