cliente_ID,contrato,fatura_online,forma_pagamento,gastos_mensais,gasto_total
6100-QQHEB,Month-to-month,Yes,Electronic check,92.55,1515.1
6101-IMRMM,Month-to-month,No,Mailed check,94.5,575.45
6103-BOCOU,Month-to-month,Yes,Electronic check,80.7,2193
6103-LIANB,Two year,Yes,Credit card (automatic),99.5,5861.75
6103-QCKFX,Month-to-month,No,Bank transfer (automatic),56.25,2419.55
6108-OQZDQ,Month-to-month,Yes,Electronic check,97.95,384.5
6110-OHIHY,Month-to-month,No,Electronic check,79.25,267.6
6112-KTHFQ,Month-to-month,Yes,Mailed check,19.3,279.3
6114-TCFID,One year,No,Credit card (automatic),39.5,1082.75
6115-ZTBFQ,Two year,No,Bank transfer (automatic),65.5,4919.7
6116-RFVHN,Month-to-month,Yes,Electronic check,100.45,3414.65
6119-SPUDB,Two year,No,Mailed check,38.25,1755.35
6120-RJKLU,Two year,Yes,Credit card (automatic),79.95,4819.75
6121-TNHBO,One year,No,Bank transfer (automatic),83.0,5243.05
6121-VZNQB,Month-to-month,Yes,Mailed check,19.1,19.1
6122-EFVKN,Two year,No,Mailed check,35.75,830.8
6122-LJADA,Two year,Yes,Credit card (automatic),90.15,6237.05
6124-ACRHJ,Month-to-month,No,Mailed check,19.75,19.75
6127-ISGTU,Month-to-month,Yes,Electronic check,84.95,1378.25
6127-IYJOZ,Month-to-month,Yes,Mailed check,45.85,45.85
6128-AQBMT,Month-to-month,Yes,Electronic check,53.95,2215.4
6128-CZOMY,Month-to-month,Yes,Electronic check,45.65,45.65
6128-DAFVY,Month-to-month,Yes,Credit card (automatic),44.85,2564.95
6131-FOYAS,Month-to-month,Yes,Electronic check,59.6,2094.9
6131-IUNXN,Month-to-month,No,Mailed check,20.2,382.2
6131-JLWZM,Month-to-month,Yes,Mailed check,20.3,275.4
6133-OZILE,Month-to-month,Yes,Electronic check,35.2,607.3
6134-KWTBV,Two year,No,Bank transfer (automatic),23.4,1429.65
6135-OZQVA,Month-to-month,Yes,Electronic check,53.65,404.35
6137-MFAJN,Month-to-month,Yes,Electronic check,44.8,2104.55
6137-NICCO,Month-to-month,Yes,Mailed check,94.05,518.75
6139-ZZRBQ,Two year,Yes,Bank transfer (automatic),20.05,1198.05
6140-QNRQQ,Month-to-month,Yes,Mailed check,71.55,71.55
6141-OOXUQ,Month-to-month,No,Mailed check,19.65,19.65
6142-VSJQO,Month-to-month,Yes,Bank transfer (automatic),44.35,44.35
6143-JQKEA,Month-to-month,Yes,Credit card (automatic),45.8,436.2
6145-NNPNO,Month-to-month,No,Bank transfer (automatic),44.15,44.15
6147-CBCRA,Month-to-month,No,Mailed check,20.05,669.45
6152-ONASV,One year,No,Bank transfer (automatic),58.25,3975.7
6156-UZDLF,One year,Yes,Credit card (automatic),87.15,2274.1
6158-DWPZT,One year,No,Bank transfer (automatic),24.1,259.8
6158-HDPXZ,Month-to-month,No,Mailed check,25.35,25.35
6161-ERDGD,One year,No,Electronic check,85.45,6300.85
6161-UUUTA,Month-to-month,Yes,Electronic check,79.9,260.9
6164-HAQTX,Two year,No,Bank transfer (automatic),53.95,3888.65
6164-HXUGH,Month-to-month,No,Mailed check,19.85,119.3
6166-ILMNY,Month-to-month,No,Bank transfer (automatic),69.75,144.55
6166-YIPFO,Two year,Yes,Electronic check,64.7,4746.05
6167-SYRNG,Two year,Yes,Credit card (automatic),64.05,3886.85
6168-WFVVF,Month-to-month,Yes,Electronic check,70.3,235.5
6168-YBYNP,Month-to-month,Yes,Electronic check,111.35,6519.75
6169-PGNCD,Two year,Yes,Credit card (automatic),74.3,4166.35
6169-PPETC,Two year,No,Bank transfer (automatic),20.5,759.35
6171-ZTVYB,Month-to-month,No,Bank transfer (automatic),66.25,2907.35
6172-FECYY,Month-to-month,No,Electronic check,84.5,4254.85
6173-GOLSU,Month-to-month,Yes,Credit card (automatic),94.65,6079
6173-ITPWD,Month-to-month,Yes,Bank transfer (automatic),83.35,4065
6174-NRBTZ,One year,Yes,Bank transfer (automatic),30.75,1489.3
6175-IRFIT,Month-to-month,No,Mailed check,78.75,426.35
6176-YJWAS,Two year,Yes,Credit card (automatic),97.95,7114.25
6177-PEVRA,Two year,No,Credit card (automatic),55.5,2627.35
6178-KFNHS,Month-to-month,Yes,Electronic check,78.3,909.25
6179-GJPSO,Month-to-month,Yes,Credit card (automatic),108.15,4600.7
6180-YBIQI,Month-to-month,No,Mailed check,24.3,100.2
6181-AXXYF,Two year,No,Credit card (automatic),24.75,1859.1
6184-DYUOB,Month-to-month,Yes,Mailed check,19.6,55.25
6185-TASNN,Month-to-month,No,Electronic check,46.3,46.3
6188-UXBBR,One year,Yes,Credit card (automatic),20.25,814.75
6194-HBGQN,One year,Yes,Credit card (automatic),81.15,4126.2
6195-MELTI,One year,Yes,Mailed check,54.65,3134.7
6196-HBOBZ,Two year,Yes,Electronic check,99.35,6347.55
6198-PNNSZ,One year,No,Bank transfer (automatic),109.8,6109.65
6198-RTPMF,Month-to-month,No,Electronic check,92.6,1579.7
6198-ZFIOJ,Month-to-month,No,Electronic check,75.6,402.5
6199-IPCAO,Two year,No,Mailed check,26.1,692.55
6199-IWKGC,One year,No,Electronic check,100.25,4753.85
6202-DYYFX,One year,Yes,Credit card (automatic),76.0,1783.6
6202-JVYEU,One year,Yes,Electronic check,19.9,164.6
6203-HBZPA,Two year,No,Credit card (automatic),63.9,3334.95
6204-IEUXJ,Month-to-month,No,Credit card (automatic),80.1,217.55
6207-WIOLX,Month-to-month,Yes,Credit card (automatic),58.6,1502.65
6210-KBBPI,Month-to-month,Yes,Credit card (automatic),99.45,919.4
6211-WHMYA,Month-to-month,Yes,Electronic check,43.85,2751
6211-WWLTF,Two year,No,Credit card (automatic),99.7,6330.4
6212-ATMLK,Month-to-month,Yes,Electronic check,95.7,4729.75
6214-EDAKZ,Month-to-month,No,Electronic check,55.15,1206.05
6215-NQCPY,Month-to-month,Yes,Electronic check,99.7,1566.75
6217-KDYWC,Two year,Yes,Mailed check,19.6,1170.55
6217-TOWGS,Month-to-month,Yes,Bank transfer (automatic),75.4,1322.55
6218-KNUBD,Month-to-month,No,Electronic check,59.45,357.6
6221-AVQYL,Month-to-month,Yes,Credit card (automatic),73.25,131.05
6223-DHJGV,One year,Yes,Mailed check,20.65,958.1
6225-VNQSJ,Month-to-month,Yes,Electronic check,35.45,35.45
6227-FBDXH,One year,No,Bank transfer (automatic),99.5,6841.45
6227-HWPWX,Month-to-month,No,Bank transfer (automatic),69.0,994.8
6229-LSCKB,Month-to-month,Yes,Electronic check,79.7,497.6
6229-UOLQL,One year,Yes,Mailed check,52.0,2884.9
6230-BSUXY,Month-to-month,Yes,Electronic check,85.0,85
6231-WFGFH,Month-to-month,Yes,Mailed check,20.5,77.6
6233-HXJMX,Month-to-month,Yes,Credit card (automatic),89.3,4192.15
6234-PFPXL,Month-to-month,No,Credit card (automatic),95.9,2234.95
6234-RAAPL,Two year,No,Bank transfer (automatic),99.9,7251.7
6235-VDHOM,Month-to-month,No,Electronic check,28.45,131.05
6240-EURKS,Month-to-month,Yes,Electronic check,35.0,553
6242-FEGFD,Two year,No,Mailed check,96.6,6424.25
6242-MBHPK,Month-to-month,Yes,Electronic check,95.1,2326.05
6242-SGYTS,One year,Yes,Credit card (automatic),94.95,5791.85
6243-OZGFH,Month-to-month,Yes,Electronic check,44.95,996.85
6244-BESBM,Two year,Yes,Credit card (automatic),95.2,6671.7
6248-BSHKG,One year,No,Mailed check,20.4,1226.45
6248-TKCQV,Two year,Yes,Bank transfer (automatic),80.6,5460.2
6250-CGGUN,One year,No,Electronic check,84.4,4484.05
6252-DFGTK,One year,No,Credit card (automatic),68.1,2479.25
6253-GNHWH,Two year,No,Mailed check,71.1,5224.95
6253-WRFHY,One year,Yes,Electronic check,64.75,877.35
6257-DTAYD,Two year,Yes,Credit card (automatic),104.15,7365.3
6257-RJOHI,Month-to-month,Yes,Mailed check,50.8,202.3
6258-NGCNG,Month-to-month,No,Mailed check,23.5,173
6258-PVZWJ,Two year,Yes,Credit card (automatic),90.8,6302.85
6259-WJQLC,Month-to-month,Yes,Credit card (automatic),81.1,2619.25
6260-ONULR,Month-to-month,Yes,Mailed check,62.8,62.8
6260-XLACS,One year,No,Mailed check,19.7,117.8
6261-LHRTG,Month-to-month,Yes,Credit card (automatic),54.75,1406.9
6261-RCVNS,One year,No,Credit card (automatic),73.9,3160.55
6265-FRMTQ,Two year,No,Bank transfer (automatic),20.4,609.1
6265-SXWBU,One year,No,Credit card (automatic),95.75,6511.25
6266-QHOJZ,One year,Yes,Electronic check,89.85,5844.65
6267-DCFFZ,Month-to-month,Yes,Electronic check,90.05,2627.2
6270-OMFIW,One year,Yes,Electronic check,94.4,5610.25
6271-PRTUU,Month-to-month,Yes,Bank transfer (automatic),19.55,543.8
6272-HWGNQ,Month-to-month,Yes,Electronic check,85.0,85
6275-YDUVO,Month-to-month,Yes,Mailed check,86.2,178.7
6278-FEPBZ,Month-to-month,No,Mailed check,20.25,186.15
6281-FKEWS,One year,Yes,Electronic check,49.05,2265
6283-GITPX,Two year,Yes,Credit card (automatic),76.9,5522.7
6284-AHOOQ,Month-to-month,Yes,Bank transfer (automatic),90.5,1910.6
6284-KMNUF,One year,Yes,Electronic check,98.0,5270.6
6285-FTQBF,Two year,No,Credit card (automatic),25.55,1867.7
6286-SUUWT,Month-to-month,No,Mailed check,19.95,19.95
6286-ZHAOK,Month-to-month,Yes,Bank transfer (automatic),25.55,507.4
6288-CHQJB,Two year,No,Bank transfer (automatic),69.95,3871.85
6288-LBEAR,Month-to-month,Yes,Mailed check,79.1,1783.75
6289-CPNLD,One year,Yes,Mailed check,73.9,2405.05
6292-TOSSS,Two year,No,Bank transfer (automatic),24.9,1195.25
6295-OSINB,Two year,Yes,Electronic check,109.65,7880.25
6296-DDOOR,One year,No,Electronic check,58.2,1045.25
6297-NOOPG,Two year,Yes,Electronic check,110.5,7752.05
6298-QDFNH,Month-to-month,Yes,Electronic check,79.35,1730.35
6300-BWMJX,Month-to-month,No,Electronic check,93.35,5386.5
6302-JGYRJ,One year,Yes,Mailed check,79.45,2587.7
6303-APKJD,Month-to-month,Yes,Electronic check,89.85,4925.35
6303-KFWSL,One year,Yes,Electronic check,55.25,1620.2
6304-IJFSQ,Month-to-month,Yes,Mailed check,49.9,130.1
6305-YLBMM,One year,Yes,Bank transfer (automatic),104.05,7262
6308-CQRBU,Two year,No,Electronic check,109.25,7707.7
6311-UEUME,Month-to-month,Yes,Electronic check,78.9,2384.15
6313-GIDIT,Month-to-month,Yes,Electronic check,54.45,2854.55
6317-YPKDH,Month-to-month,No,Bank transfer (automatic),29.95,29.95
6319-IEJWJ,Month-to-month,Yes,Electronic check,90.2,1776.55
6319-QSUSR,Month-to-month,No,Credit card (automatic),19.7,216.2
6319-ZXCPZ,Month-to-month,Yes,Electronic check,95.75,5742.9
6322-HRPFA,Month-to-month,No,Credit card (automatic),59.6,2970.3
6322-PJJDJ,Two year,Yes,Electronic check,94.8,4690.65
6323-AYBRX,Two year,No,Mailed check,19.35,1099.6
6326-MTTXK,Month-to-month,No,Electronic check,100.85,819.55
6328-ZPBGN,Month-to-month,Yes,Bank transfer (automatic),95.15,997.65
6330-JKLPC,Month-to-month,Yes,Bank transfer (automatic),80.5,896.9
6331-EWIEB,Month-to-month,Yes,Electronic check,85.25,1734.5
6331-LWDTQ,Month-to-month,Yes,Credit card (automatic),72.15,794.25
6332-FBZRI,One year,Yes,Credit card (automatic),69.35,4653.25
6333-YDVLT,One year,Yes,Credit card (automatic),110.0,7138.65
6338-AVWCY,Month-to-month,Yes,Mailed check,40.15,130.75
6339-DKLMK,Month-to-month,Yes,Electronic check,31.65,389.95
6339-RZCBJ,Two year,No,Credit card (automatic),78.9,3771.5
6339-TBELP,Two year,Yes,Credit card (automatic),86.4,6172
6339-YPSAH,Month-to-month,Yes,Electronic check,73.8,704.3
6340-DACFT,Two year,No,Credit card (automatic),20.55,1070.25
6341-AEVKX,One year,Yes,Electronic check,104.3,6613.65
6341-JVQGF,One year,Yes,Mailed check,81.15,2545.75
6344-SFJVH,Month-to-month,No,Credit card (automatic),24.9,505.95
6345-FZOQH,Two year,No,Mailed check,19.9,1363.45
6345-HOVES,Month-to-month,Yes,Bank transfer (automatic),25.05,852.7
6345-ULYRW,One year,No,Mailed check,88.4,3912.9
6347-DCUIK,Month-to-month,Yes,Mailed check,74.15,811.8
6348-SNFUS,Two year,Yes,Credit card (automatic),55.45,4179.2
6349-JDHQP,Two year,No,Credit card (automatic),19.85,1049.6
6350-XFYGW,Month-to-month,Yes,Electronic check,94.75,422.4
6351-SCJKT,Month-to-month,No,Mailed check,41.35,107.25
6352-GIGGQ,One year,Yes,Bank transfer (automatic),88.8,5903.15
6352-TWCAU,Month-to-month,Yes,Electronic check,86.45,3029.1
6353-BRMMA,Month-to-month,Yes,Bank transfer (automatic),104.1,5645.8
6356-ELRKD,Month-to-month,Yes,Electronic check,95.6,95.6
6357-JJPQT,Month-to-month,Yes,Electronic check,80.5,232.35
6358-LYNGM,Month-to-month,Yes,Electronic check,74.9,74.9
6360-SVNWV,Month-to-month,Yes,Credit card (automatic),73.55,2094.65
6362-QHAFM,One year,Yes,Electronic check,108.3,4586.15
6365-HITVU,Two year,No,Credit card (automatic),87.25,6328.7
6365-MTGZX,Month-to-month,Yes,Electronic check,96.0,2122.45
6366-XIVKZ,Month-to-month,Yes,Mailed check,63.15,816.8
6366-ZGQGL,Month-to-month,No,Bank transfer (automatic),24.8,24.8
6368-NWMCE,Month-to-month,No,Credit card (automatic),68.15,2656.3
6368-TZZDT,Two year,No,Credit card (automatic),19.5,96.85
6369-MCAKO,Two year,Yes,Bank transfer (automatic),89.05,6185.8
6370-ZVHDV,Two year,No,Bank transfer (automatic),25.3,1554.9
6371-NZYEG,Two year,No,Mailed check,64.25,1024
6372-RFVNS,Month-to-month,No,Electronic check,78.8,78.8
6374-AFWOX,Two year,No,Mailed check,65.65,3047.15
6374-NTQLP,Two year,Yes,Credit card (automatic),104.1,7447.7
6376-GAHQE,Month-to-month,No,Electronic check,77.85,299.2
6377-KSLXC,Month-to-month,No,Mailed check,19.95,107.05
6377-WHAOX,Month-to-month,Yes,Electronic check,106.15,6411.25
6379-RXJRQ,Month-to-month,Yes,Electronic check,70.1,659.65
6380-ARCEH,Month-to-month,No,Mailed check,20.2,20.2
6381-LOPCO,Month-to-month,Yes,Electronic check,69.8,69.8
6383-ZTSIW,One year,No,Mailed check,99.1,3877.95
6384-VMJHP,Two year,Yes,Credit card (automatic),73.0,5265.2
6385-MVEPL,Two year,No,Mailed check,69.25,4447.75
6386-SZZKH,Two year,Yes,Bank transfer (automatic),107.95,5293.2
6388-TABGU,One year,No,Bank transfer (automatic),56.15,3487.95
6390-DSAZX,Month-to-month,Yes,Mailed check,73.6,73.6
6393-WRYZE,Month-to-month,Yes,Electronic check,97.65,3207.55
6394-HHHZM,Month-to-month,No,Mailed check,20.7,57.5
6394-MFYNG,Month-to-month,Yes,Bank transfer (automatic),107.4,5121.3
6397-JNZZG,Month-to-month,No,Credit card (automatic),55.55,2342.2
6400-BWQKW,Month-to-month,Yes,Electronic check,79.05,434.5
6402-EJMWF,Month-to-month,Yes,Mailed check,55.3,238.5
6402-SSEJG,One year,No,Electronic check,61.05,1540.2
6402-ZFPPI,Month-to-month,Yes,Mailed check,102.8,2660.2
6407-GSJNL,Two year,No,Bank transfer (automatic),24.95,1288
6407-UTSLV,Month-to-month,Yes,Bank transfer (automatic),83.8,163.7
6408-OTUBZ,One year,Yes,Bank transfer (automatic),104.55,6779.05
6408-WHTEF,Two year,Yes,Mailed check,89.4,6376.55
6410-LEFEN,Month-to-month,No,Electronic check,45.15,416.45
6413-XKKPU,Month-to-month,Yes,Electronic check,89.4,1539.45
6416-JNVRK,One year,No,Credit card (automatic),55.65,2688.85
6416-TVAIH,Month-to-month,Yes,Electronic check,68.5,68.5
6416-YJTTB,Month-to-month,Yes,Bank transfer (automatic),79.5,795.65
6418-HNFED,Two year,Yes,Credit card (automatic),83.25,4089.45
6418-PIQSP,Two year,No,Mailed check,81.0,4985.9
6419-ZTTLE,One year,Yes,Electronic check,20.75,485.2
6421-SZVEM,One year,Yes,Bank transfer (automatic),82.85,2320.8
6424-ELEYH,Month-to-month,Yes,Credit card (automatic),74.75,229.5
6425-JWTDV,Two year,No,Mailed check,19.25,855.1
6425-YQLLO,One year,Yes,Credit card (automatic),105.95,6975.25
6427-FEFIG,Two year,No,Credit card (automatic),78.6,1846.65
6429-SHBCB,Month-to-month,No,Mailed check,69.6,1394.55
6432-TWQLB,Month-to-month,Yes,Electronic check,85.4,401.1
6434-TTGJP,Two year,No,Credit card (automatic),53.7,521
6435-SRWBJ,Month-to-month,Yes,Electronic check,82.75,417.75
6435-VWCCY,Two year,Yes,Credit card (automatic),92.7,5968.4
6437-UDQJM,Two year,Yes,Credit card (automatic),84.1,6129.65
6437-UKHMV,Month-to-month,Yes,Electronic check,79.7,586.05
6439-GTPCA,Month-to-month,Yes,Electronic check,87.25,3941.7
6439-LAJXL,Month-to-month,Yes,Mailed check,68.95,593.85
6439-PKTRR,Two year,No,Electronic check,80.7,5617.95
6440-DKQGE,One year,No,Credit card (automatic),64.5,1929.95
6445-TNRXS,Two year,Yes,Bank transfer (automatic),114.7,7849.85
6447-EGDIV,One year,No,Mailed check,20.95,683.25
6447-GORXK,Month-to-month,No,Credit card (automatic),25.0,789.2
6457-GIRWB,Month-to-month,Yes,Electronic check,69.35,69.35
6457-USBER,Month-to-month,Yes,Electronic check,80.8,80.8
6458-CYIDZ,Month-to-month,No,Electronic check,80.7,374.8
6461-PPAXN,One year,Yes,Bank transfer (automatic),54.95,1916
6461-SZMCV,Two year,No,Bank transfer (automatic),87.95,6365.35
6463-CCMII,Month-to-month,No,Mailed check,19.7,675.6
6463-HHXJR,Two year,No,Bank transfer (automatic),100.5,7030.65
6463-MVYRY,Two year,No,Bank transfer (automatic),69.85,4003
6464-KEXXH,Month-to-month,Yes,Credit card (automatic),25.25,186.3
6465-GSRCL,One year,Yes,Bank transfer (automatic),106.6,7244.7
6467-CHFZW,Month-to-month,Yes,Electronic check,99.35,4749.15
6469-MRVET,One year,Yes,Electronic check,20.2,20.2
6469-QJKZW,Month-to-month,No,Electronic check,20.15,91.4
6473-ULUHT,Month-to-month,No,Electronic check,84.9,1398.25
6474-FVJLC,Month-to-month,Yes,Electronic check,86.0,165.45
6475-VHUIZ,Month-to-month,No,Electronic check,54.25,1221.55
6476-EPYZR,Month-to-month,No,Mailed check,20.5,255.5
6476-YHMGA,Month-to-month,No,Bank transfer (automatic),76.5,1155.6
6478-HRRCZ,One year,No,Mailed check,70.5,2201.75
6479-OAUSD,One year,No,Credit card (automatic),19.9,510.8
6479-SZPLM,Two year,No,Credit card (automatic),19.45,754.5
6479-VDGRK,Two year,No,Bank transfer (automatic),85.3,6129.2
6480-YAGIY,One year,No,Credit card (automatic),112.2,5031.85
6481-ESCNL,Month-to-month,No,Bank transfer (automatic),100.55,2878.75
6481-LXPWL,One year,Yes,Credit card (automatic),36.1,1971.5
6481-OGDOO,One year,Yes,Credit card (automatic),90.6,6056.15
6483-OATDN,Month-to-month,Yes,Credit card (automatic),51.3,411.6
6484-LATFU,Two year,No,Mailed check,24.55,1657.4
6485-QXWWE,Two year,No,Bank transfer (automatic),26.0,1638.7
6486-LHTMA,One year,Yes,Electronic check,90.7,2835.5
6490-FGZAT,Month-to-month,No,Mailed check,20.65,109.3
6496-JDSSB,Month-to-month,Yes,Bank transfer (automatic),80.0,624.6
6496-SLWHQ,Month-to-month,Yes,Electronic check,105.0,294.45
6497-TILVL,Month-to-month,No,Mailed check,50.7,350.35
6500-JVEGC,One year,No,Bank transfer (automatic),101.35,7110.75
6502-HCJTI,Month-to-month,Yes,Credit card (automatic),94.7,673.1
6502-KUGLL,Month-to-month,No,Bank transfer (automatic),59.45,780.85
6502-MJQAE,Month-to-month,Yes,Electronic check,69.6,69.6
6504-VBLFL,Two year,No,Electronic check,58.6,3068.6
6505-OZNPG,Two year,Yes,Mailed check,63.4,348.8
6506-EYCNH,Month-to-month,Yes,Bank transfer (automatic),19.55,543.8
6507-DTJZV,Month-to-month,No,Credit card (automatic),66.4,831.75
6507-MIKMI,Month-to-month,Yes,Electronic check,106.3,4443.45
6507-ZJSUR,Month-to-month,Yes,Electronic check,90.45,2117.25
6508-NJYRO,One year,No,Mailed check,18.8,294.95
6508-TFQQW,Month-to-month,Yes,Electronic check,70.3,70.3
6509-TSGWN,Month-to-month,No,Mailed check,26.45,911.6
6510-UPNKS,One year,No,Credit card (automatic),24.8,615.35
6513-EECDB,Month-to-month,Yes,Electronic check,73.55,73.55
6516-NKQBO,Two year,No,Credit card (automatic),81.0,3084.9
6518-KZXCB,Two year,No,Mailed check,25.25,566.5
6518-LGAOV,Month-to-month,Yes,Electronic check,105.0,4026.4
6518-PPLMZ,Two year,Yes,Mailed check,19.4,1110.35
6519-CFDBX,Month-to-month,Yes,Electronic check,45.4,80.95
6519-JNHOZ,One year,Yes,Electronic check,65.65,3094.65
6519-ZHPXP,Two year,Yes,Bank transfer (automatic),108.3,7679.65
6521-YYTYI,Month-to-month,Yes,Electronic check,93.3,93.3
6522-OIQSX,Two year,Yes,Credit card (automatic),54.95,3772.5
6522-YRBXD,Month-to-month,Yes,Electronic check,94.55,3365.4
6527-PZFPV,One year,Yes,Credit card (automatic),20.8,469.65
6532-YLWSI,One year,No,Bank transfer (automatic),20.8,1021.8
6532-YOHZY,Two year,Yes,Bank transfer (automatic),109.75,4900.65
6537-OTKMY,One year,No,Electronic check,50.75,688.2
6537-QLGEX,Month-to-month,Yes,Electronic check,38.9,664.4
6538-POCHL,Month-to-month,Yes,Credit card (automatic),79.0,2576.8
6542-LWGXJ,Month-to-month,No,Mailed check,25.0,78.25
6543-CPZMK,Month-to-month,Yes,Electronic check,29.95,248.95
6543-JXSOO,One year,Yes,Mailed check,57.75,1282.85
6543-XRMYR,Month-to-month,Yes,Electronic check,99.7,2967.35
6546-OPBBH,One year,Yes,Mailed check,23.95,1216.35
6547-ETRKK,One year,No,Bank transfer (automatic),20.8,1021.8
6549-BTYPG,Two year,No,Credit card (automatic),60.8,3603.45
6549-NNDYT,Month-to-month,Yes,Bank transfer (automatic),30.85,394.1
6549-YMFAW,Month-to-month,Yes,Mailed check,21.25,204.55
6551-GNYDG,Month-to-month,Yes,Bank transfer (automatic),80.9,1152.8
6551-VLJMV,Two year,No,Credit card (automatic),20.05,679
6551-ZCOTS,One year,Yes,Bank transfer (automatic),24.9,847.8
6554-ONRKJ,One year,No,Bank transfer (automatic),54.85,2191.7
6556-DBKZF,Two year,No,Electronic check,76.05,5436.45
6557-BZXLQ,Month-to-month,No,Electronic check,69.65,1043.3
6559-ILWKJ,Two year,No,Electronic check,49.35,3515.25
6559-PDZLR,Month-to-month,Yes,Electronic check,98.65,2537
6559-RAKOZ,One year,Yes,Electronic check,97.95,4917.9
6563-VNPMN,Month-to-month,Yes,Bank transfer (automatic),85.7,3778.1
6563-VRERX,One year,No,Mailed check,20.6,690.25
6567-HOOPW,Month-to-month,Yes,Electronic check,79.2,79.2
6568-POCUI,Two year,Yes,Credit card (automatic),95.2,4285.8
6569-KTMDU,Month-to-month,No,Mailed check,19.1,19.1
6572-ADKRS,Month-to-month,Yes,Credit card (automatic),74.8,3548.3
6574-MCOEH,One year,Yes,Electronic check,79.15,2531.4
6575-SUVOI,Month-to-month,Yes,Credit card (automatic),69.5,1752.65
6576-FBXOJ,One year,No,Electronic check,54.6,934.8
6578-KRMAW,Month-to-month,Yes,Credit card (automatic),93.4,2979.3
6579-JPICP,Month-to-month,No,Mailed check,20.4,20.4
